Date,Revenue,Display,SEM,SEMBrand,SEMCard,SEMPBook,SEMOther,Partners,Affiliate,FB,TV,TVImpression,DM,DM1,DM30,Display_Last_Week,SEM_Last_Week,SEMBrand_Last_Week,SEMCard_Last_Week,SEMPBook_Last_Week,SEMOther_Last_Week,Partners_Last_Week,Affiliate_Last_Week,FB_Last_Week,TV_Last_Week,TVImpression_Last_Week,Q2,Q3,Q4,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Y2012,Y2013,Weekday1,Weekday2,Weekday3,Weekday4,Weekday5,Weekday6,Kodak,SEM_BRAND_Impression,PBookRevenue,CardRevenue ,OtherRevenue,Affiliates_MTA,Direct_Mail_MTA,SEM_MTA,Partners_MTA,Affiliates_LTA,Direct_Mail_LTA,SEM_LTA,Partners_LTA,FB_LTA,Display_LTA,FB_MTA,Display_MTA
10/22/2011,449763.61,24227.11396,14247.44397,1453.415274,7393.336823,2813.911499,2586.780373,19838,2177.595892,0,0,0,171014.1721,168125.1755,161384.1833,27445.97455,26841.39462,1678.874242,17558.86852,4257.78786,3345.864003,16773.14286,3562.281876,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40140,157295.35,131508.07,160960.19,10307.59,12804.32,45011.4,64547.98,15810.62,3870.31,53504.37,56666.92,0,48263.35,0,27953.8
10/23/2011,654121.25,28425.42948,23791.88688,1985.793044,15819.02645,3060.770965,2926.296419,26652,3125.698201,0,0,0,171014.1721,168446.1751,161384.1833,27433.28953,25296.79868,1690.360826,16427.50581,3897.893463,3281.038582,17628.71429,3472.079795,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,51982,242109.17,177489.45,234522.63,14814.74,16274.75,63918.09,82685.85,26034.86,6451.52,79291.13,80215.15,0,8867.44,0,12273.6
10/24/2011,789919.14,33018.83361,26351.84547,2192.762233,16167.07991,4718.360084,3273.643243,31064,4113.018806,0,0,0,171014.1721,168767.1747,161384.1833,27517.66632,23994.60757,1714.063436,15710.69825,3373.333492,3196.512385,19133.28571,3436.783329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,58639,287582.65,221569.71,280766.78,16847.73,20428.18,69757.22,94632.67,28437.01,4042.91,83912.43,84250.4,0,80085.93,0,45956.88
10/25/2011,821618.84,34367.72206,24635.50532,2170.026794,14112.16236,4910.636476,3442.679692,33395,4691.488674,0,0,0,171014.1721,169088.1744,161384.1833,28100.74986,22645.18144,1763.211574,14511.11094,3249.802247,3121.056682,21278.28571,3621.249386,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,56590,314257.66,216475.09,290886.09,19124.54,24080.07,71788.21,110358.63,32324.7,4742.3,89849.55,96116.54,0,85902.01,0,48544.87
10/26/2011,994956.23,34040.47693,31935.73139,2149.501424,21248.71045,4853.268185,3684.251335,37465,5526.838382,0,0,0,171014.1721,169409.174,161384.1833,28827.35946,21815.57526,1830.349295,13391.19015,3501.456299,3092.579513,23362.85714,3984.158691,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,55017,428283,241206.08,325467.15,23071.9,24053.05,90884.32,125541.57,41567.25,6954.53,107817.29,118505,0,90198.19,0,56277.03
10/27/2011,684235.06,43404.87555,29256.72758,2568.252944,19210.90727,3969.820089,3507.74727,61866,5687.633396,0,0,0,171014.1721,169730.1736,161384.1833,29515.34388,22528.61448,1884.238808,13779.34835,3723.580773,3141.446541,26116.42857,4052.090382,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,53929,270148.34,164509.78,249576.94,15776.49,23616.12,54794.24,145588.99,20993.6,6286.42,66277.06,135587.79,0,65408.83,0,36969.67
10/28/2011,609604.63,39595.66248,27779.32624,2404.998731,18256.87193,3852.924573,3264.531009,64298,3805.155182,0,0,0,171014.1721,170051.1732,161384.1833,31874.90096,23302.4166,2003.465479,14217.82949,3891.886394,3189.235237,32714.71429,4006.008884,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,47170,287290.22,135165.15,187149.26,12810.16,18575.94,48823.37,176577.93,19633.21,3929.82,55095.29,172446.71,0,58481.17,0,32447.93
10/29/2011,553475.19,30311.07974,29539.1181,2366.21846,19465.18382,4634.179742,3073.536078,21376,3567.88449,0,0,0,171014.1721,170372.1729,161384.1833,33868.58772,25428.35241,2132.107206,16029.72788,4025.670267,3240.847049,39225.42857,4161.061219,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43957,195707.52,161524.11,196243.56,11837.87,20991.91,58397.56,69402.51,19586.09,5532.47,75158.3,63309.98,0,56891.61,0,33415.32
10/30/2011,763835.67,34381.68984,42401.9281,2728.631323,31024.84549,5253.139349,3395.311934,20883,3110.010883,0,0,0,171014.1721,170693.1725,161384.1833,34737.72569,27612.87728,2262.507661,17754.27746,4285.708588,3310.383578,39445.14286,4359.673876,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,51123,262181.67,234930.65,266723.35,16735.61,30449.6,85951.2,83810.37,25977.58,8454.84,99755.37,71525.26,0,86567.12,0,48480.51
10/31/2011,737465.77,47022.53051,46840.38066,2423.818683,35476.50705,5864.722606,3075.332318,29184,3999.285748,0,0,0,171014.1721,171014.1721,161384.1833,35588.62003,30271.4546,2368.627415,19926.53732,4598.904071,3377.385795,38621,4357.43283,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,50731,238354.15,182585.56,316526.06,14159.35,45507.28,65861.55,64335.25,26442.15,11163.49,82905.14,67728.45,0,81034.39,0,43958.86
11/1/2011,889035.45,38978.08707,59607.69777,2791.801854,42525.07017,9100.221021,5190.604723,19768,4951.309886,0,0,0,4219833.006,171014.1721,161705.183,37589.14816,33198.3882,2401.63548,22685.02691,4762.670146,3349.055663,38352.42857,4341.185251,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,58168,288967.96,264100.16,335967.33,19000.85,30212.56,87075.9,77987.17,30891.77,4151.04,101946.19,63341.57,0,90310.65,0,51883.52
11/2/2011,1273755.24,43220.30132,57422.77704,3871.603341,40370.51334,8366.787802,4813.872556,24773,6074.91407,0,0,0,4219833.006,305974.7999,162026.1826,38247.77173,38194.41569,2490.460488,26744.01374,5361.182224,3598.759238,36405.71429,4378.302567,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,59876,365110.4,310397.63,598247.21,26825.13,36019.1,109888.35,104463.69,42984.64,5073,126156.9,80467.09,0,108783.06,0,64798.03
11/3/2011,1153192.23,36546.6957,40021.47113,2946.044699,25763.33051,6931.66769,4380.428235,19074,7573.052982,0,0,0,4219833.006,440935.4277,162347.1822,39559.17521,41835.42221,2736.475048,29475.69987,5863.113598,3760.133698,34592.57143,4456.599094,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,58263,403805.05,361285.19,388101.99,25545.68,48862,101599.2,106146.33,42266.57,7124.97,128583.15,73546.79,0,109157.84,0,63190.43
11/4/2011,682797.28,33746.15586,32147.43293,2402.213557,21305.9973,5788.58504,2650.637034,16029,6924.970639,0,0,0,4219833.006,575896.0555,162668.1818,38579.43524,43373.24272,2790.445299,30411.76033,6286.234683,3884.802408,28479.42857,4725.944749,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,52706,207302.42,242034.81,233460.05,17644.95,25575.66,65362.65,66679.15,28635.19,5772.9,77042.94,51833.52,0,64381.43,0,41789.37
11/5/2011,779425.76,35923.1341,45353.31108,2644.430966,31827.85713,5949.730098,4931.292891,19476,4217.927749,0,0,0,4219833.006,710856.6833,162989.1815,37743.79143,43997.25796,2790.047417,30847.34967,6562.757607,3797.103268,21583.85714,5171.632671,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54044,211205.44,299101.84,269118.48,18651.74,25372.49,80251.56,83942.17,31357.59,3667.57,99021.91,65641.06,0,84145.53,0,53985.12
11/6/2011,1290647.66,39550.76604,76706.21936,3804.920929,58902.37883,7915.532432,6083.387165,21114,5268.978085,0,0,0,4219833.006,845817.3111,163310.1811,38545.51348,46256.42839,2829.79206,32613.44585,6750.693372,4062.497099,21312.42857,5264.495994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,79604,489011.34,438753.97,362882.35,28053.76,31063.95,127260.35,110386.26,49191.58,4984.85,148611.41,78769.41,0,119755.88,0,78685.63
11/7/2011,1866144.72,42493.97677,71627.66665,3150.763473,56334.28683,6278.792007,5863.824336,22341,10103.61354,0,0,0,4219833.006,980777.9389,163631.1807,39283.95294,51157.04142,2983.547718,36595.95062,7131.035241,4446.507846,21345.42857,5572.91988,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,72771,716333.51,609821.18,539990.03,42033.53,45951.08,160445.72,145649.85,68306.83,7058.35,175207.17,89919.25,0,122023.01,0,91992.9
11/8/2011,1400086.68,40316.00083,61206.09251,3077.249751,48274.01665,5781.470857,4073.355247,21366,11655.67761,0,0,0,4219833.006,1115738.567,163952.1803,38637.0167,54698.08228,3087.396974,39575.63344,7190.188013,4844.863849,20367.85714,6444.966707,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,65077,590488.93,443833.18,365764.57,29729.41,29865.62,121353.64,114147.9,50119.39,5344.4,134812.74,80338.49,0,112041.15,0,78903.74
11/9/2011,1679464.36,41169.03309,50106.02089,3035.048566,37458.75787,5632.636214,3979.578239,25376,9458.472569,0,0,0,4219833.006,1250699.195,164273.18,38828.14723,54926.42439,3128.175245,40396.91151,6716.080847,4685.256781,20596.14286,7402.733525,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,63842,819401.68,480662.77,379399.91,36734.99,40702.02,142682.51,141669.64,66273.33,6097.07,176684.33,100358.93,0,120249.64,0,81102.01
11/10/2011,1011470.21,36238.40685,60160.28772,2740.044362,48726.22049,4559.555764,4134.467103,20431,10255.58444,0,0,0,4219833.006,1385659.822,164594.1796,38535.10891,53881.17351,3008.66742,39980.94645,6325.487763,4566.071878,20682.28571,7886.099025,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,58722,231683.56,485920.45,293866.2,25357.76,32478.81,99629.85,93251.94,41397.24,5233.42,112331.9,66903.44,0,105996.74,0,65860.46
11/11/2011,973513.67,44038.41413,51050.31831,2685.067926,39899.91272,4956.369239,3508.968429,28059,7177.928649,0,0,0,4219833.006,1520620.45,164915.1792,38491.06765,56758.14731,2979.238801,43261.3593,5986.61463,4530.934574,20876.14286,8269.317804,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,58297,211464.82,441941.13,320107.72,22013.5,27369.95,92268.29,94375.34,41876.4,5633.63,110969.32,63930.25,0,93007.41,0,61023.44
11/12/2011,1128723.22,44412.55109,61399.85191,2654.269848,50188.93964,5049.268417,3507.374007,31295,6467.097031,0,0,0,4219833.006,1655581.078,165236.1788,39961.39026,59458.5595,3019.646568,45917.63293,5867.726659,4653.553344,22594.71429,8305.454662,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59471,245913.26,545859.04,336950.92,24889.82,42186.17,116629.51,121567.52,44128.2,10199.98,141787.37,89346.87,0,108143.04,0,73911.37
11/13/2011,1881029.43,46930.74224,100581.2264,3275.832979,88665.35824,5055.433801,3584.601365,38651,8849.608521,0,0,0,4219833.006,1790541.706,165557.1785,41174.16412,61750.92248,3021.052122,48540.64472,5739.089276,4450.136361,24283.14286,8626.76456,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,76344,413742.16,956087.27,511200,39455.17,88854.92,197045.2,181355.99,74359.45,19980.58,242092.4,130051.79,0,195193.97,0,129591.3
11/14/2011,1649777.52,50965.43519,96623.96869,3340.042912,83344.97037,6205.772354,3733.183053,38561,11001.71252,0,0,0,4219833.006,1925502.334,165878.1781,42228.44643,65161.63777,2945.468129,52792.49892,5330.503757,4093.166961,26788.42857,9138.283194,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,79409,387865.02,807781.93,454130.57,37389.61,122410.58,164002.32,160309.42,71313.75,30302.97,202838.34,120340.35,0,168006.26,0,107787.74
11/15/2011,2430509.75,65384.17468,88627.20395,3484.013103,73224.99136,7161.049089,4757.150402,44370,12115.51213,0,0,0,4219833.006,2060462.961,166199.1777,43438.65477,68732.53806,2972.508049,56651.168,5320.072378,3788.789635,29105.57143,9266.583048,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,83927,481108.05,1376693.61,572708.09,48923.45,290135.98,195128.28,213895.19,95233.9,61219.06,278649,136624.97,0,224900.61,0,139264.59
11/16/2011,3387267.72,75476.89324,77153.59775,3446.009756,59645.00357,8416.970733,5645.613695,36882,19603.26532,0,0,0,4219833.006,2195423.589,166520.1774,47019.82247,72649.83969,3030.617099,60215.59296,5517.154982,3886.474657,32391.85714,9332.273694,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,87950,623818.38,2074970.08,688479.26,62465.59,494591.39,256955.92,258164.63,132860.58,104163.23,386997.12,159358.2,0,270737.44,0,180412.53
11/17/2011,1481920.55,71397.30386,60775.64454,3210.936771,42426.50971,8586.723842,6551.47422,31054,19942.50358,0,0,0,4219833.006,2330384.217,166841.177,51920.94534,76513.77925,3089.325841,63385.05663,5914.917057,4124.479722,34035.57143,10781.5298,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,78962,490977.19,499196.53,491746.83,32645.01,244136.69,125790.06,130145.53,64557.85,69892.97,163590.09,102478.3,0,146190.35,0,88452.35
11/18/2011,1406553.04,77286.71841,56357.64803,2891.582867,40346.89999,6353.335147,6765.830019,29225,10304.60731,0,0,0,4219833.006,2465344.845,167162.1766,56943.64492,76601.68736,3156.596185,62485.09794,6490.226782,4469.766453,35553.14286,12165.37539,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,71793,405792.09,483501.98,517258.97,28449.26,231989.95,116223.52,127395.22,62957.8,70632.35,162318.94,95795.18,0,147592.63,0,88713.02
11/19/2011,2019752.49,66230.22305,99193.33401,2988.54864,83005.90058,7973.495928,5225.388859,29566,11353.69673,0,0,0,4219833.006,2600305.472,167483.1762,61693.40267,77359.87732,3186.098319,62548.95327,6689.79334,4935.032395,35719.71429,12612.04377,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78200,552604.06,781955.24,685193.19,40806.69,399231.2,171382.45,168453.32,80268.12,116085.49,242246.23,118008.16,0,188652.75,0,107792.06
11/20/2011,3229617.61,81870.14557,147102.7461,3882.077806,124279.2346,11742.42185,7199.011853,46400,15428.4777,0,0,0,4219833.006,2735266.1,167804.1759,64810.21295,82758.94619,3233.852433,67237.09055,7107.540127,5180.463088,35472.71429,13310.12944,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,97663,1179305.87,1239386.08,810925.66,63318.75,630805.19,280479.99,246524.15,119819.97,173185.75,393701.88,197869.87,0,308188.7,0,180016.96
11/21/2011,3040288.16,84778.43685,126958.0889,3568.606922,104411.0135,10619.18842,8359.280104,47234,19654.2491,0,0,0,4219833.006,2870226.728,168125.1755,69801.55628,89404.87758,3320.458837,72324.78717,8062.824135,5696.807443,36579.71429,14249.9679,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,93532,1333555.58,968406.07,738326.51,56412.92,533758.6,248657.71,248726.79,122142.95,122810.75,352279.06,183933.97,0,261416.19,0,154489.24
11/22/2011,1902066.05,73078.42592,79835.73175,3034.977973,58871.5912,10131.34295,7797.819623,42701,18033.55302,0,0,0,4219833.006,3005187.356,168446.1751,74631.98509,93738.32333,3353.110838,75334.2219,8693.312145,6357.67845,37818.71429,15486.04455,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,81994,418970.79,892554.97,590540.29,39600.53,359667.55,169076.87,203617.01,77739.87,97059.66,227259.18,147702.87,0,193667.84,0,113075.83
11/23/2011,1574930.27,62980.71886,62279.87938,2527.333606,44338.00183,8477.628975,6936.914968,25858,11590.96742,0,0,0,4219833.006,3140147.984,168767.1747,75731.16384,92482.39873,3288.962962,73283.73616,9117.639839,6792.059768,37580.28571,16331.47896,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,66665,326213.69,774806.38,473910.2,30939.78,310682.97,145752.26,150311.82,63895.78,85279.53,208777.74,103678.43,0,173623.94,0,93453.93
11/24/2011,1223845.68,53460.67927,55340.55284,2105.907822,41578.43129,6670.32776,4985.885971,16492,6588.673749,0,0,0,4219833.006,3275108.611,169088.1744,73945.99607,90357.58182,3157.723512,71097.02163,9126.305303,6976.531378,36005.42857,15186.86498,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,54862,203554.91,690771.54,329519.23,27769.24,226619.23,125199.72,95623.47,54970.05,72658.46,188242.82,70576.76,0,135171.71,0,79892.35
11/25/2011,2824691.45,68898.06898,133255.0432,3613.139181,117625.7499,7749.352022,4266.802075,30873,12033.15371,0,0,0,4219833.006,3410069.239,169409.174,71383.62113,89581.14015,2999.862234,70975.86756,8852.534434,6752.875914,33925.14286,13279.175,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,87513,447771.67,1496428,880491.78,57798.06,543313.87,286411.71,215442.33,122051.51,150717.72,383610.27,154120.75,0,282204.32,0,181535.66
11/26/2011,3113817.62,80023.40555,168381.3556,4221.614004,150002.381,7714.103528,6443.257069,38621,15616.72552,0,0,0,4219833.006,3545029.867,169730.1736,70185.24264,100566.4823,3102.941707,82015.70327,9051.965416,6395.871922,34160.57143,13526.1102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,102538,490718.99,1714509.29,908589.34,63850.63,629999.49,332113.07,251092.41,130876.33,180499.57,463200.14,185103.85,0,317199.92,0,200511.35
11/27/2011,6491981.37,111903.8651,241425.3126,6037.754915,214074.0114,14141.46741,7172.078888,68348,23249.5864,0,0,0,4219833.006,3679990.495,170051.1732,72155.69728,110450.4854,3279.093902,91586.62905,9014.909359,6569.853095,35454.14286,14135.11432,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,150254,964381.03,3359845.11,2167755.23,127930.89,1287766.61,626765.67,500717.08,263558.79,349869.04,916133.93,343725.92,0,557135.52,0,391875.96
11/28/2011,5739972.46,127272.4136,293570.6718,7078.786542,251621.6939,16176.17198,18694.01945,59695,38081.946,0,0,0,4219833.006,3814951.123,170372.1729,76446.22865,123925.1378,3587.047775,104414.4543,9357.630153,6566.005528,38589.57143,15252.41556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,153245,1080706.61,2927796.21,1731469.64,123058.63,985305.72,547216.74,418701.93,276548.19,253209.14,805281.16,298895.2,0,498171.08,0,326362.2
11/29/2011,5014902.36,122135.2638,268065.6479,7427.111509,228595.6268,12776.11722,19266.79244,60479,34702.30933,0,0,0,4219833.006,3949911.75,170693.1725,82516.79676,147726.9353,4088.502006,125444.5515,10151.48495,8042.396864,40369.71429,17884.94369,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,138049,1090810.73,2356894.35,1567197.28,103826.42,930016.99,489961.29,406250.95,234573.67,252588.69,763640.26,293253.95,0,519125.18,0,299862.07
11/30/2011,8515814.98,158468.452,266736.7819,8428.474948,230329.4996,11641.96488,16336.84248,97593,38956.514,0,0,0,4219833.006,4084872.378,171014.1721,89524.91645,174616.9234,4715.949654,149690.8423,10529.30984,9680.821552,42909.42857,20266.19459,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,140534,2174334.45,3606550.6,2734929.93,168463.46,1508911.55,707684.11,691556.02,391531.37,339970.95,1125391.37,507991.56,0,778863.79,0,447784.99
12/1/2011,3177849.33,141322.0046,236897.865,6832.371236,204749.0593,15569.38207,9747.052426,62147,46017.76822,0,0,0,132083.2218,4219833.006,171014.1721,103166.0212,203825.0523,5558.969846,176261.0563,10981.35783,11023.66834,53157.28571,24175.55839,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,113927,678389.27,1644302.69,855157.37,72702.28,458992.88,364950.22,279423.8,144032.77,155186.32,521005.44,220976.79,0,361556.97,0,219283.47
12/2/2011,2774433.23,132682.9329,181009.258,5765.486296,153286.594,13374.01587,8583.161844,40118,15073.55212,0,0,0,132083.2218,4083574.68,305974.7999,115717.6391,229761.8112,6234.178905,199571.146,12252.6513,11703.83498,59679.42857,29808.28617,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,101322,512944.87,1470199.76,791288.6,65787.14,424455.28,335316.39,219481.57,130415.56,132943.17,472473.56,179627.9,0,345704.11,0,206378.52
12/3/2011,3885066.41,113380.459,197192.3013,6479.373242,168018.8747,13732.90797,8961.145391,43797,16545.21868,0,0,0,132083.2218,3947316.354,440935.4277,124829.7625,236583.8419,6541.657064,204665.5523,13056.17471,12320.4578,61000.14286,30242.6288,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,116097,647274.65,2159608.45,1078183.31,87857.77,653908.31,465557.57,304096.03,179195.65,216146.77,674716.65,240915.84,0,471396.36,0,290316.74
12/4/2011,8690179.09,157740.132,268715.4905,9096.850683,231838.7287,16222.05574,11557.85545,68127,25742.88958,0,0,0,132083.2218,3811058.028,575896.0555,129595.0559,240699.6912,6864.194098,207239.3371,13916.00392,12680.15613,61739.57143,30375.27068,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,169904,1634077.37,4579185.46,2476916.26,189545.69,1279155.07,884722.28,592177.2,381026.59,366627.57,1250768.02,431294.63,0,882368.78,0,575376.84
12/5/2011,5332646.01,197656.0557,186625.0104,7924.675301,150047.6513,16026.39967,12626.28416,62348,36982.85325,0,0,0,132083.2218,3674799.702,710856.6833,136143.094,244598.2881,7301.207779,209777.1538,14213.23082,13306.69564,61708,30731.45685,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,156130,839814.27,3056817.52,1436014.22,121070.38,808383.72,614227.81,404785.31,246259.52,248719.93,842514.79,314030.13,0,660625.17,0,402379.26
12/6/2011,5298424.74,125251.0764,176824.6166,7301.799947,143014.1859,14571.99478,11936.63596,69815,23259.39098,0,0,0,132083.2218,3538541.375,845817.3111,146197.9,229320.3365,7422.049031,195266.5763,14191.83478,12439.87631,62087,30574.4436,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,151346,995943.61,2792894.38,1509586.75,118713.78,825766.26,602203.9,435126.97,249147.98,248516.64,874484.52,339437.53,0,662979.8,0,387288.18
12/7/2011,6830652.39,178164.0191,175575.9189,6545.449818,144749.5056,13293.08526,10987.87818,77343,26243.90331,0,0,0,132083.2218,3402283.049,980777.9389,146643.0161,216285.9034,7404.147379,183040.6562,14448.38871,11392.7111,63420.71429,28939.74097,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,152682,1692150.87,2984508.5,2153993.02,157910.55,996977.82,697180.86,549941.74,319691.59,241693.5,1010603.34,396626.08,0,740378.79,0,448879.14
12/8/2011,4417286.6,107545.9178,160725.5019,5417.544093,133052.5661,12584.93044,9670.461224,50128,30587.32961,0,0,0,132083.2218,3266024.723,1115738.567,149456.6685,203262.923,7135.143789,170814.9428,14684.26305,10628.57334,60527.85714,27123.65373,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,125227,747624.97,2359803.42,1309858.21,104082.29,558980.47,542969.09,309643.27,196323.21,169766.72,739095.69,259491.84,0,584321.13,0,358737.88
12/9/2011,3717930.54,89577.36689,113407.397,4596.792057,86180.04536,11017.60669,11612.95292,45877,18122.77464,0,0,0,132083.2218,3129766.397,1250699.195,144631.5133,192381.1568,6933.025626,160572.5866,14257.91282,10617.63174,58810.85714,24919.30536,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,110048,684007.38,1852614.01,1181309.15,89408.86,450070.67,455973.46,284962.63,171667.23,129059.24,654697.24,232530.77,0,495012.08,0,296435.11
12/10/2011,4518941.95,86345.82128,113022.1151,4512.268868,87347.64698,11495.32073,9666.878555,51294,18933.61291,0,0,0,132083.2218,2993508.071,1385659.822,138473.5753,182723.7481,6766.069306,150985.9368,13921.28293,11050.45904,59633.57143,25354.90858,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,115364,804978.93,2300671.24,1413291.78,111384.2,576210.7,566583.67,333228.69,216537.97,183218.51,807711.55,282900.27,0,574407.69,0,388368.67
12/11/2011,8657495.14,122024.5192,150123.7704,6026.503492,119094.4045,13858.21907,11144.64341,77755,23555.48911,0,0,0,132083.2218,2857249.745,1520620.45,134611.4842,170699.4358,6485.054395,139461.4757,13601.62761,11151.27806,60704.57143,25696.10775,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,157916,1733396.8,4173277.28,2750821.06,200593.25,1041711.96,955678.55,590246.72,386057.54,287734.19,1362817.12,470326.11,0,1009126.56,0,711772.61
12/12/2011,5714403.66,116474.3222,177698.0566,5828.212546,141965.5177,15907.8486,13996.47775,71916,34524.84654,0,0,0,132083.2218,2720991.419,1655581.078,129509.2538,153757.7615,6046.433368,123355.1437,13263.93666,11092.24777,62080,25383.62197,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,159611,1103199.77,2632767.34,1978436.55,131227.92,699474.01,693536.98,428004.63,260854.84,209435.11,982859.68,365318.94,0,774869.68,0,504207.84
12/13/2011,5522705.64,108084.675,169358.6232,5551.382629,135432.8709,13165.1601,15209.20959,62791,25631.11743,0,0,0,132083.2218,2584733.092,1790541.706,117911.8633,152482.4824,5746.938689,122200.5532,13247.0008,11287.98971,63446.85714,25032.47816,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,140364,1191429.98,2415122.38,1916153.28,137509.62,612844.7,675059.11,397336.34,252980.33,179967.03,930365.76,344944.95,0,722672.88,0,479071.75
