Beg_Date,Intercept,lOD,lOD_Q2,lOD_Q3,lOD_Q4,lODLW,lSEMB,lSEMB_Q2,lSEMB_Q3,lSEMB_Q4,lSEMBLW,lSEMC,lSEMC_Q2,lSEMC_Q3,lSEMC_Q4,lSEMCLW,lSEMP,lSEMP_Q2,lSEMP_Q3,lSEMP_Q4,lSEMO,lSEMO_Q2,lSEMO_Q3,lSEMO_Q4,lSEMOLW,lPA,lPA_Q2,lPA_Q3,lPA_Q4,lPALW,lAF,lFB,lTV,lTV_Q4,lTVLW,lDM1,lDM30,outlier11,outlier12,outlier13,outlier14,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,t,Weekday1,Weekday2,Weekday3,Weekday4,Weekday5,Weekday6
11/1/2013,4.038502204,0.214918986,0.00205296,-0.007804885,-0.001360145,-0.037781427,0.348076722,0.003345421,0.003745818,0.003318262,-0.16787685,0.096337604,-0.003520993,0.002708055,0.004607219,0.065853167,0.01765029,-0.002447645,0.004286369,-0.007867078,0.007293602,0.000209018,-1.18E-06,0.006740143,0.00141627,0.250946607,0.001972681,-0.002927715,0.003522041,0.016875286,0.033214366,0.01,0.000501805,0.005238607,0.003940441,0.052687102,0.063638098,0.466059478,0.324231481,0.27,0.27,-0.006597128,-0.095653647,-0.020363992,-0.038766447,0.013749635,0.132714562,-0.028009694,0.023911582,-0.154943879,0.038924976,-0.09288459,0.000218005,0.157082522,0.14081826,0.145131008,0.260249443,-0.004078122,-0.072835508
12/1/2013,3.92951735,0.226812626,0.002213801,-0.007105138,-0.001418898,-0.049296034,0.343278889,0.003344648,0.003871503,0.00375684,-0.156877253,0.10417259,-0.003157865,0.003065266,0.003475785,0.060710399,0.015174862,-0.001546734,0.004606112,-0.008847938,0.009265921,-0.00176688,-0.001426833,0.009946051,0.00186895,0.256533151,0.001977287,-0.003157069,0.003898895,0.015690744,0.033740163,0.01,-0.000361748,0.001924295,0.004793502,0.053206752,0.062686228,0.44611773,0.344134181,0.207933496,0.27,-0.000800273,-0.093955645,-0.014967584,-0.036748981,0.01606637,0.136724537,-0.026926344,0.023084257,-0.167955389,0.029417728,-0.110905035,0.000210063,0.15784449,0.1329268,0.129521917,0.244887575,-0.009058243,-0.074640487
1/1/2014,3.789103594,0.227029026,0.001167349,-0.007138788,-0.001223928,-0.051508199,0.353616295,0.006010177,0.003678509,0.002262384,-0.14696537,0.098822281,-0.003812674,0.003793333,0.00217131,0.059178565,0.030236925,-0.002924312,0.004805978,-0.007951872,0.010419073,-0.002989535,-0.003033474,0.011073345,0.004895607,0.261156591,0.002767369,-0.003804908,0.003166881,0.017934097,0.034696426,0.01,0.003233442,0.003922123,0.000786483,0.049313577,0.055549528,0.450942863,0.319725372,0.284506241,0.27,-0.007636212,-0.096531464,-0.006578849,-0.03736056,0.012977483,0.142376694,-0.022999738,0.021285041,-0.158193439,0.015795458,-0.125954266,0.000170715,0.153739165,0.118767272,0.115980066,0.232714032,-0.012581421,-0.077589055
2/1/2014,3.505735431,0.218863919,0.000662065,-0.007549897,-0.000671349,-0.020345975,0.370604931,0.00702287,0.006024602,0.002698736,-0.154665543,0.093972084,-0.002704776,0.004807676,0.002784599,0.061198852,0.012024182,0.000258448,0.006856945,-0.006271164,0.011115817,-0.003593216,-0.003155733,0.010269816,0.007954639,0.264476291,0.003311781,-0.003010902,0.003201896,0.018684717,0.036410581,0.01,0.004178417,0.003976876,0.000719328,0.041022952,0.067600882,0.457853327,0.322530659,0.287066853,0.27,0.048820192,-0.039740271,-0.001565563,-0.035139089,0.015174197,0.158625618,-0.016174412,0.03148531,-0.137883982,0.032843062,-0.154413209,0.000146824,0.154647335,0.119350634,0.11490468,0.225520314,-0.016228949,-0.081817648
3/1/2014,3.555652032,0.211210334,0.000142879,-0.007697413,-0.000685031,-0.011545733,0.378543272,0.007170342,0.00680461,0.003421205,-0.161028562,0.089727719,-0.002453992,0.004287271,0.002695359,0.049588252,0.016769042,-0.000626838,0.0066501,-0.006756045,0.01039692,-0.003280251,-0.003172513,0.010310711,0.010838098,0.26689125,0.003208643,-0.00316371,0.00299393,0.017152944,0.03679496,0.01,0.004378013,0.004044842,0.001129211,0.04529966,0.066041602,0.460506168,0.317313452,0.294483349,0.27,0.010458131,-0.04446168,-0.000423802,-0.033305787,0.009048629,0.153325488,-0.016856128,0.030089735,-0.140406955,0.026586722,-0.154225606,0.000114668,0.152942127,0.120619265,0.11061391,0.219643806,-0.020269622,-0.083765793
4/1/2014,3.498803985,0.215824806,0.000130351,-0.008408453,-0.00089214,-0.014643991,0.379234359,0.008040669,0.007885454,0.004017342,-0.166466372,0.085667965,-0.002282973,0.004240369,0.002864991,0.048095412,0.021516175,-0.001357365,0.006947517,-0.007592776,0.010917128,-0.003610095,-0.003454707,0.010910853,0.010514826,0.26612806,0.003500431,-0.003391171,0.003048413,0.019309911,0.036685782,0.01,0.004417481,0.003986429,0.001138212,0.050341993,0.06769498,0.458817217,0.316517353,0.296232468,0.27,0.012657436,-0.056014798,0.000489338,-0.032394433,0.007847607,0.15457523,-0.014053925,0.032715888,-0.141798972,0.019306188,-0.164352014,0.000106288,0.151326012,0.115605793,0.109965524,0.216721062,-0.023224022,-0.085232059
5/1/2014,3.658101572,0.217526982,-0.001059469,-0.007959798,-0.000734449,-0.025632893,0.384184749,0.010407487,0.007010638,0.004231856,-0.165612221,0.085353592,-0.002680973,0.004287039,0.003143445,0.045271773,0.018665955,-0.001596056,0.006816637,-0.007699407,0.01087017,-0.003582942,-0.003619517,0.011505928,0.011391921,0.255755233,0.002635343,-0.003241188,0.00347586,0.026601405,0.036646556,0.01,0.002732184,0.006060297,0.000642226,0.048448002,0.067164625,0.470244556,0.322389285,0.308920986,0.27,0.007679744,-0.059922419,0.007531538,-0.020763711,0.018285091,0.152682126,-0.014755279,0.030973066,-0.156459687,0.014252123,-0.164889681,9.98E-05,0.153300734,0.116002788,0.113607265,0.217308986,-0.023959821,-0.085318975
6/1/2014,3.64413077,0.220117615,-0.000836203,-0.008387033,-0.000872118,-0.0263552,0.383311184,0.010355024,0.007098929,0.003734572,-0.166108976,0.084142771,-0.002470839,0.004277924,0.003305882,0.049184106,0.018997564,-0.001410518,0.006815486,-0.007815333,0.010810575,-0.003491036,-0.003611007,0.011536108,0.010915257,0.251896193,0.001751317,-0.00306038,0.003690653,0.026468114,0.036966226,0.01,0.002157629,0.005750723,0.00143994,0.049981212,0.066868306,0.470558692,0.325027433,0.308446944,0.27,0.00567773,-0.061830363,0.005594857,-0.014502237,0.020717997,0.153200293,-0.014194107,0.032423701,-0.157066755,0.010787366,-0.170965615,0.00010704,0.15178277,0.117184103,0.116859287,0.21864616,-0.021268752,-0.084197518
7/1/2014,3.647598188,0.223185964,-0.000153491,-0.008914184,-0.000858692,-0.027335792,0.380422764,0.008609392,0.007704887,0.003516482,-0.168294712,0.083086404,-0.002310483,0.004275926,0.003502996,0.048446418,0.019260965,-0.001016919,0.00687712,-0.007779826,0.010917966,-0.003316199,-0.003561018,0.011551756,0.011007365,0.250075735,0.001524959,-0.00310032,0.003666926,0.030745222,0.036395948,0.01,0.001453882,0.005489063,0.002861817,0.050187109,0.067374351,0.478178473,0.327693113,0.313362798,0.27,0.005530785,-0.061585767,0.00704363,-0.014918705,0.022465045,0.153064626,-0.013592477,0.03335592,-0.15780027,0.009227504,-0.178575481,0.000108592,0.152497629,0.116964961,0.119633545,0.214665135,-0.022792985,-0.08534721
8/1/2014,3.655514903,0.22413774,0.000390002,-0.008740403,-0.000730854,-0.025566308,0.383423827,0.008385394,0.008395562,0.003120992,-0.177322124,0.077159822,-0.001824662,0.00349706,0.004056415,0.053403443,0.021825637,-0.001177738,0.007832614,-0.008183843,0.011168239,-0.003914282,-0.002038757,0.011693019,0.011443548,0.248684247,0.001607682,-0.003089248,0.003964152,0.02502936,0.038515034,0.01,0.001339092,0.005601001,0.002732894,0.051150892,0.0694002,0.481844103,0.336412938,0.313887209,0.27,0.008251771,-0.058805,0.008056007,-0.012810709,0.024985994,0.148973308,-0.028090099,0.020822987,-0.159488897,0.008678351,-0.184210036,0.000123461,0.152896038,0.118447801,0.124958708,0.207583689,-0.027302481,-0.085271527
9/1/2014,3.724448256,0.220838462,-0.000157508,-0.008512539,-0.000602824,-0.029558421,0.389991663,0.008365351,0.008237933,0.003543108,-0.169309514,0.076616236,-0.002583443,0.004190564,0.00402982,0.062360645,0.021154023,-0.001176078,0.006610153,-0.008054726,0.010700578,-0.003354469,-0.002803102,0.011939165,0.010992089,0.248782692,0.002002685,-0.003528457,0.004067768,0.023293308,0.036318977,0.01,0.001310874,0.00562821,0.003006803,0.042118654,0.06741169,0.481981698,0.327245346,0.311530312,0.27,0.006725708,-0.060604243,0.004121613,-0.017083544,0.026841919,0.161849218,-0.033419687,0.026779536,-0.167733873,0.008234,-0.18239123,0.000108822,0.153616781,0.117968089,0.124136389,0.208071858,-0.026091734,-0.085114973
10/1/2014,4.410247511,0.195657712,-3.07E-05,-0.011267536,0.000388616,-0.059397987,0.390271431,0.007036301,0.007334968,0.005662726,-0.154458726,0.081068503,-0.003301095,0.004057601,0.003714743,0.066620101,0.019843754,-0.000963971,0.004657301,-0.007419025,0.011317751,-0.004231552,-0.004466121,0.013230556,0.009879947,0.250878874,0.002014315,-0.003272122,0.003959325,0.029619531,0.036017068,0.01,0.0007551,0.006446553,0.003955134,0.023950016,0.055355491,0.508269802,0.318696215,0.334610236,0.27,-0.0257076,-0.087075573,-0.011771304,-0.027724405,0.023101306,0.190910752,1.93E-05,0.003743704,-0.208949645,-0.002307889,-0.151937823,8.08E-05,0.156678353,0.11728929,0.124497016,0.21200677,-0.025955384,-0.087794372
11/1/2014,4.413682813,0.202221339,-0.000315027,-0.011499991,0.000645037,-0.065991902,0.392061717,0.007415965,0.008333364,0.003117462,-0.151595094,0.085965972,-0.004128546,0.002568837,0.006115651,0.067822383,0.01918696,-0.000782618,0.004736032,-0.007440744,0.012063116,-0.004880611,-0.004302517,0.012846547,0.008885606,0.248541449,0.002533657,-0.002896529,0.002188073,0.027273825,0.036037601,0.01,0.00062688,0.006520203,0.004241193,0.02144507,0.05478384,0.49961028,0.312192536,0.325573927,0.27,-0.025643045,-0.089318524,-0.011355741,-0.026289075,0.028660942,0.193355545,0.00258757,0.005970904,-0.208555064,0.007036463,-0.135676732,7.67E-05,0.155134816,0.114607699,0.124464017,0.206388191,-0.029571901,-0.089567671
12/1/2014,4.116797628,0.200554746,0.000491525,-0.010612009,-0.001014945,-0.061549279,0.396139202,0.006151791,0.00863486,0.004546334,-0.144853014,0.100750535,-0.005323757,0.001069734,0.008508102,0.064547576,0.018794675,-0.000583227,0.004617441,-0.007420236,0.011320164,-0.004627179,-0.003529288,0.010642072,0.008783909,0.253598817,0.003007768,-0.002770445,0.001550653,0.015911664,0.040246222,0.01,0.000155181,0.005055664,0.004438354,0.031818999,0.054719015,0.45218235,0.291712987,0.293271437,0.282045379,-0.019194298,-0.086253504,-0.009374645,-0.021347709,0.04046836,0.196435881,0.001031161,0.001544201,-0.20413101,-0.017922801,-0.153567958,6.65E-05,0.154422116,0.098870293,0.109938091,0.192311428,-0.038733709,-0.089923532
1/1/2015,3.9713662,0.201640652,0.000502177,-0.011046336,-0.001345278,-0.059710786,0.398082651,0.007152442,0.009223693,0.003303332,-0.142474104,0.104022025,-0.005931795,0.000951934,0.008559911,0.063147794,0.022400234,-0.001000678,0.004795462,-0.006949182,0.012698476,-0.005866303,-0.004226268,0.011281356,0.008504203,0.255413108,0.003502742,-0.003015569,0.000889727,0.0154023,0.042065006,0.01,0.000556126,0.006083203,0.003962785,0.034957926,0.052293224,0.435186177,0.26187391,0.256044812,0.32575322,-0.02055835,-0.087756582,-0.005229207,-0.018562885,0.044173834,0.202577163,0.004680619,0.003385805,-0.198843249,-0.038269413,-0.155075888,6.01E-05,0.155481911,0.092195935,0.099656654,0.184470185,-0.039201318,-0.09090015
2/1/2015,3.793859171,0.197685933,0.000767655,-0.011435952,-0.001020999,-0.050725104,0.397456228,0.007187468,0.009693246,0.003234997,-0.136482847,0.103805948,-0.005900421,0.000925305,0.008974456,0.069313287,0.022825213,-0.001149635,0.005190672,-0.006973797,0.012061247,-0.005239949,-0.003560682,0.010860274,0.007978512,0.259461544,0.003661413,-0.00298362,0.000876679,0.012328171,0.041763759,0.01,0.000664484,0.006133258,0.003772844,0.029048028,0.059388823,0.43731156,0.265443623,0.254050172,0.324406462,-0.006024221,-0.074959363,-0.001307869,-0.017905886,0.048431878,0.211550796,0.010262159,0.006595463,-0.190832541,-0.029349305,-0.171857062,6.00E-05,0.155505113,0.093094895,0.102829801,0.182012043,-0.040224191,-0.091598379
3/1/2015,3.894107244,0.200082231,-0.000232372,-0.011955052,-0.001448834,-0.054318679,0.393445793,0.007897314,0.010940467,0.004197049,-0.134328036,0.10176323,-0.006534057,-0.001307034,0.008588065,0.069134424,0.027155773,-0.002481979,0.004220884,-0.00757656,0.009528576,-0.003017386,-0.000768436,0.011969949,0.007538637,0.250370587,0.003846756,-0.002520296,0.001274806,0.014678119,0.043455514,0.01,0.000742569,0.006259154,0.004182616,0.027699553,0.060352714,0.444339646,0.270260729,0.26152787,0.332944146,-0.041998472,-0.077612501,-0.007330235,-0.022204752,0.045021848,0.202994917,0.004120468,0.002169917,-0.199975208,-0.035623533,-0.179335445,5.06E-05,0.16052774,0.099145108,0.108256903,0.18292154,-0.040768583,-0.093250743
4/1/2015,4.055128415,0.190630802,-0.000822104,-0.011525873,-0.001254788,-0.049578699,0.389486904,0.008123674,0.0114362,0.00458948,-0.130333164,0.103095311,-0.006538433,-0.002307817,0.008395411,0.068121651,0.023611817,-0.001774799,0.004131781,-0.00689555,0.008723924,-0.002246269,0.000435651,0.012585761,0.006816938,0.261283978,0.003195055,-0.002994823,0.001015203,0.002114508,0.044504941,0.01,0.000624094,0.006680618,0.004546067,0.023167499,0.059847404,0.453347693,0.272511917,0.265521079,0.337859852,-0.040978094,-0.094144903,-0.013888419,-0.026604783,0.041110029,0.197925984,0.000470123,-4.59E-05,-0.208169393,-0.03821872,-0.177246043,4.85E-05,0.159281925,0.097368267,0.104627331,0.175298308,-0.043613473,-0.095329872
5/1/2015,4.05607111,0.199477907,-0.001025703,-0.012022967,-0.001265316,-0.056946539,0.392840521,0.012057135,0.010482685,0.004141288,-0.130949387,0.100756138,-0.008378174,-0.001418616,0.008728846,0.073733628,0.021880196,-0.002659457,0.004228541,-0.007075487,0.007983993,-0.001384283,3.71E-05,0.012624245,0.007454029,0.258630696,0.003578352,-0.003037018,0.001111677,0.001977759,0.044426726,0.01,0.000508715,0.006767815,0.004139931,0.022423366,0.058252709,0.449856262,0.272705837,0.262205717,0.33102484,-0.044688058,-0.099105053,-0.014730419,-0.042051009,0.026400612,0.202829791,0.005510374,0.004436838,-0.211547066,-0.039591495,-0.175241402,5.82E-05,0.159400922,0.099333266,0.106559617,0.176594105,-0.045234154,-0.096205098
6/1/2015,4.098892561,0.201238375,-0.00081945,-0.012077636,-0.001366196,-0.060817708,0.395305386,0.010337444,0.010705172,0.0045733,-0.132393938,0.099472621,-0.007817111,-0.001830651,0.008886628,0.072414797,0.022716416,-0.002334784,0.004251572,-0.007280658,0.008553161,-0.002020804,0.000215887,0.013191947,0.006656897,0.25745141,0.003357812,-0.003163161,0.001081136,0.005782496,0.045258495,0.01,0.00062023,0.006799989,0.00430081,0.019892533,0.057772789,0.452150698,0.270156633,0.263234002,0.332780829,-0.046323053,-0.100587222,-0.005207165,-0.042474524,0.032559048,0.202908763,0.005323751,0.004588852,-0.218255119,-0.043274775,-0.176998637,5.30E-05,0.157981566,0.097912955,0.105570045,0.176825402,-0.046771415,-0.097103694
