"Beg_Date","Intercept","lOD","lOD_Q2","lOD_Q3","lOD_Q4","lODLW","lSEMB","lSEMB_Q2","lSEMB_Q3","lSEMB_Q4","lSEMBLW","lSEMC","lSEMC_Q2","lSEMC_Q3","lSEMC_Q4","lSEMCLW","lSEMP","lSEMP_Q2","lSEMP_Q3","lSEMP_Q4","lSEMO","lSEMO_Q2","lSEMO_Q3","lSEMO_Q4","lSEMOLW","lPA","lPA_Q2","lPA_Q3","lPA_Q4","lPALW","lAF","lFB","lTV","lTV_Q4","lTVLW","lDM1","lDM30","outlier11","outlier12","outlier13","outlier14","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","t","Weekday1","Weekday2","Weekday3","Weekday4","Weekday5","Weekday6"
"2013-01-01",3.16591174224791,0.237532740328239,-0.000810841440179167,-0.00197791823267571,-0.000410502632891403,0.00648475885737028,0.362063442001264,0.00327008563539545,-0.000688104960445733,-0.0072027813627192,-0.0305916813271709,0.11605412240102,-0.00556434045229859,0.00291383701925388,0.00290197744811714,0.0798071594494944,0.0456726390734029,-0.00695007104465494,0.00304836842550404,-0.00402702717827094,0.00586599450869322,0.000699787489442784,-0.000386272747617069,-0.00156006120355217,-0.0115595934180629,0.21414259174325,0.000578728097980332,-0.00595160983102897,0.00236338324614017,-0.0180592536589412,0.0358648373690442,0.01,0.00120670851153259,0.0012067085115363,0.000218290301615407,0.0257877277467993,0.0310024336212319,0.38182913311815,0.21119094373557,0.27,0.27,0.0245172284739085,-0.155391017943588,0.0294499384719919,-0.0513926448970681,-0.00762549585092943,0.0587786021446651,-0.047175385772465,0.0147837463613836,-0.137655149482525,0.0390738797285548,-0.0818232282503878,0.000520541677116869,0.16296149806777,0.150171511443066,0.151348313246585,0.26936245822249,0.00782673168415856,-0.0681732298124453
"2013-02-01",3.29815958589933,0.250200446752702,0.000691605739577357,-0.00272389896744316,0.000631310264297367,-0.00991011131946019,0.345217028446854,0.00642252542454336,0.00566242363327208,-0.00438929094405755,-0.0631814414738826,0.120756445622955,-0.0051201218322777,0.00158039112349683,0.00417452487733376,0.0944151181420576,0.0387201398592042,-0.00580815981390841,0.00433113331867851,-0.00337299619866045,0.00484330523632135,0.00185997276865465,0.00115951173995713,0.000638262003365503,-0.0111549019860168,0.216057436084311,0.0021677961622381,-0.00319610052253781,0.00421797280379717,-0.0232659885237294,0.0317022607558687,0.01,0.000945462360435974,0.000945462360432306,0.00282973367736229,0.0246348134151854,0.0434210977492451,0.396196704068918,0.23550796761679,0.27,0.27,0.0993403344727304,-0.0839923684795023,0.0232864733815347,-0.039315517154498,0.0164159857915631,0.0672685042258037,-0.0405384316914305,0.0349372955293029,-0.13399985724767,0.0481893515651762,-0.0848629479517198,0.000509724016154397,0.162372151501052,0.14747774024822,0.15363664337516,0.271502536643019,0.0054006992350275,-0.0678133724601368
"2013-03-01",3.67363600931438,0.260047591804742,-0.00036516718196914,-0.00607245852473531,-0.000104660960262007,0.0050427370336281,0.329285238671495,0.00598112924241023,0.010732021357432,-0.00181066482800096,-0.113348643442255,0.107101926808138,-0.00365854722319611,0.000482390443818946,0.00470577781604366,0.0655979196541125,0.0273547488982959,-0.00477346920893269,0.00386227982675822,-0.00416619490964923,0.00499563729628269,0.00274981532557947,0.00169880429200573,0.00177794113422391,-0.00972729128597423,0.225793014071549,0.000769801857627575,-0.00188709433595489,0.00363899474710326,-0.0154031631974329,0.0317879594120015,0.01,0.00135761590910157,0.00135761590909716,0.00607563516384736,0.035800815663279,0.0509444829106311,0.442798625052009,0.286039837532953,0.27,0.27,-0.025661200676068,-0.106917793746844,0.00915024696023006,-0.0365613374854869,-0.00124741545091485,0.0436308477260966,-0.0418728368537147,0.050175760703639,-0.149631109572188,0.0466874505137562,-0.092734561036695,0.000440080122790898,0.161353746644777,0.150957374176411,0.155665058929767,0.271646728882175,0.00422241210085744,-0.0633018005335698
"2013-04-01",3.67028654338083,0.268689746470057,-0.000531560976608142,-0.0075512891588807,-0.000220958653377574,0.00904655090856091,0.336382988029989,0.00607339541108265,0.0124400212508105,-0.00144048746242702,-0.125670379757761,0.0991811072819965,-0.00349000231158983,0.000386253047369834,0.00526065294075634,0.0640215881027978,0.030993623598211,-0.00560828795711825,0.00405800842788722,-0.00476659422853031,0.00448781805125114,0.00339108543230938,0.0020201811080017,0.0021116036944535,-0.00922646201256362,0.224102858778605,0.000796390342940865,-0.00159893269123022,0.00387325854927074,-0.013429905197883,0.031237527075933,0.01,0.00149840787960342,0.00149840787960239,0.00663472266317466,0.0330156656637918,0.0523520635356677,0.448925452814681,0.29048440820246,0.27,0.27,-0.0214410870272001,-0.13403241993368,0.0108706605664614,-0.0373791417358611,-0.00516996638835758,0.0404947556859129,-0.040300311268011,0.0562380195551463,-0.155723243892932,0.046465849978319,-0.0996312102644984,0.000426321487504398,0.16106396014117,0.149607061364153,0.155889854584185,0.270324033460094,0.00239346805928748,-0.0642882113828966
"2013-05-01",3.50422243590078,0.264936691102388,-0.00044570186132794,-0.00704595262710621,-0.000508881315162875,0.0187388713692532,0.337292561139793,0.00626500174897204,0.0117491633193968,-0.000756613503923075,-0.122267855868458,0.0997470053921059,-0.00313772904606581,0.000825236524762898,0.00462069921450162,0.061497661526823,0.0332496332943581,-0.00511104894896106,0.00408651561829718,-0.00486804118389555,0.0047008464500986,0.0031647282289472,0.00199685233060187,0.00223758612894098,-0.0095968731828883,0.223784105446314,0.00107472813101437,-0.00170898783860691,0.00369465392599894,-0.011362205172231,0.0322450303046022,0.01,-0.00538360800145157,0.00985006154782829,0.00380940156594803,0.0370041105833489,0.0522660939551154,0.432827114351656,0.291450314938979,0.27,0.27,-0.018976822443099,-0.131464206747804,0.0120343108149558,-0.0447030859676564,-0.0152997579641261,0.0411905828551194,-0.0400025942374491,0.057029309116899,-0.148938743667986,0.0466098770302917,-0.101905665817583,0.000428550954350667,0.159566280686302,0.15039071702648,0.157416868869389,0.268916890984766,0.000974113825269631,-0.0659178413609076
"2013-06-01",3.40767384974754,0.272522681226191,0.00118608427915047,-0.00805787638752191,-0.000860542576530214,0.0258052633163063,0.340783143288975,0.00308684609118951,0.0131381714058566,-0.000286016637227214,-0.130032884751386,0.0995792313379903,-0.00273239974714288,0.000938922095753582,0.00436487825763788,0.0554568454271852,0.0253276794440987,-0.0051385913180529,0.00454274931173744,-0.00516955944630657,0.00511673223764942,0.00303264783992748,0.00159514286059704,0.00252899496990993,-0.00891529434809727,0.226114777281061,0.000972658458036237,-0.00162375571158962,0.00351660900479617,-0.00725756029633811,0.0316514401936429,0.01,-0.000101085320835923,0.00639677151400833,0.00256607031724714,0.0398655471434153,0.053501547411314,0.426004513030947,0.287300694954741,0.27,0.27,-0.0111096240115297,-0.125116998244408,0.0105400785269485,-0.0396335463888492,-0.0146833610101801,0.0396472948745494,-0.0375138718808727,0.0639213345333222,-0.147152743421548,0.0423578541960765,-0.106906357111322,0.000407272277949339,0.156939838596958,0.151518949527834,0.157420940763439,0.267544015811027,0.000920409596230108,-0.0647459309597335
"2013-07-01",3.35811606585077,0.273429215828439,0.00113223909991887,-0.00816471352904556,-0.000907084052800959,0.0244911091948281,0.345076799872511,0.00252994913988755,0.0133939458044736,-2.26403026276085e-05,-0.127379690045806,0.0938453084250558,-0.00276064409118477,0.000916613903113119,0.00449872709914026,0.0615632087226436,0.02910180420342,-0.00455016589860793,0.00458991451940169,-0.00542975186567343,0.0052833892808578,0.00287076475097279,0.00152733411177282,0.00268771679697165,-0.00862299908762536,0.226066518953923,0.000806106176202048,-0.00167489554549204,0.00358611401793702,-0.0044217778535381,0.0318505833064282,0.01,0.00161191374031656,0.00531363382689892,0.00207903069904448,0.0351822632217853,0.0529267604269044,0.423027436885115,0.280915895957657,0.27,0.27,-0.00954749490287968,-0.121647947430005,0.0107564919587126,-0.0427586895339327,-0.013552019650543,0.042087540517463,-0.0366669958990568,0.0626248450850772,-0.147986941391516,0.0439558191041514,-0.108880353741195,0.000395397983493561,0.157991585039673,0.151843220026557,0.158704167631108,0.262995849588323,0.000313040926177192,-0.0645651356632663
"2013-08-01",3.40377740133578,0.278873744597945,0.0010933901815632,-0.00690137193749906,-0.000991509486085421,0.0147161056696235,0.346466924415406,0.00253580496725955,0.0120962126653955,0.000117829422828359,-0.127328205044264,0.0877073409703008,-0.00235555459052228,-0.000362668894158268,0.00493451943649229,0.0647957157143329,0.0327430879157854,-0.00491916795148705,0.00489089912210117,-0.00569186791187829,0.00531518003373437,0.00274992963431192,0.00131421227837098,0.00304620748698094,-0.00887120192756002,0.22542741558596,0.000731809388024551,-0.00109277097018227,0.00365080190740604,-0.002509492244212,0.0334988052062691,0.01,0.00148039211048889,0.00544816907418398,0.00202814271002237,0.0331943912742593,0.0520641026477873,0.42560105203264,0.281369756488637,0.27,0.27,-0.014101227045899,-0.125022023665256,0.0109393856921957,-0.0454574279454207,-0.0166132240800902,0.0431349120954508,-0.0361234121418286,0.060629497846413,-0.154965158331379,0.0415097913065208,-0.110079902415778,0.000394503106193557,0.156780363008791,0.146483366779638,0.153659585226978,0.26045042657032,-0.00376757036228559,-0.064735423007687
"2013-09-01",3.62482652597287,0.253331765391191,0.00137895785938443,-0.00651450222300429,-0.00115491710485728,-0.00354101125006304,0.342480800503108,0.00400321160725782,0.00385275925176303,0.00179837563006847,-0.158911762904034,0.0944103833150808,-0.00313683605680959,0.00284528886798662,0.00430119037766935,0.0621525436671683,0.0260853173190558,-0.0043115653007388,0.00511341313114488,-0.00649028673209419,0.00650585579438001,0.00145800430192829,0.00164032753368434,0.00437696829476209,-0.00368002666425322,0.230692284326733,0.00131590469212006,-0.00290274105987612,0.00373036509710871,0.0157187289181293,0.0329829620829836,0.01,0.00134368972636169,0.00509178029716461,0.00316918242230364,0.0486857286726225,0.0572150115369945,0.437740682272043,0.301967351655006,0.27,0.27,-0.0130670032483862,-0.114969196515467,-0.00402755920309217,-0.040643990571983,-0.00344044743305068,0.0907721812331135,-0.0648811990208301,0.0802092396758824,-0.155329435151016,0.0287233466793105,-0.112556126401297,0.000322927598771103,0.159494645172704,0.146034169090999,0.152697748177612,0.261933702922956,-0.00488094698586396,-0.0680410082859617
"2013-10-01",4.15227100278801,0.218034517197483,0.00191864760306071,-0.00808614173078713,-0.000733672103329383,-0.0428514503402239,0.344998328339029,0.00329617094385207,0.00326115379320512,0.00326911921492029,-0.174259723714832,0.0952500564209757,-0.0034136909048037,0.00259664205745927,0.00474451441867091,0.0603356669941207,0.0221581381613784,-0.00342301555493182,0.00379933589139476,-0.00661025884370828,0.00742442283269959,0.000442814899274755,0.000329492937632707,0.00626429451564454,-9.80403305689702e-05,0.242911563244086,0.00173641711670775,-0.00290009971737513,0.00373315801070532,0.0316020381694142,0.0321610796890862,0.01,0.00054989114169855,0.00518069427474647,0.00410909304282711,0.0532492944074707,0.0598303415001806,0.471394525009136,0.329745000597951,0.27,0.27,-0.0223154963870117,-0.109219552289178,-0.0177997456386119,-0.0386361217319708,0.00895142790593616,0.125631120994972,-0.0306360218310177,0.0211765998359443,-0.176271795445137,0.0209613601766076,-0.100488219193909,0.000225771818387261,0.156920610035322,0.143820912161367,0.155469775586557,0.269156232277185,-0.000243931995290252,-0.0693752030007124
